szansa	NOUN	szansa
schwytanie	NOUN	schwytać
juka	NOUN	juka
Jakaś	DET	jakiś
staruszka	NOUN	staruszka
dreptała	VERB	dreptać
dzbanem	NOUN	dzban
Jakby	SCONJ	jakby	PART	jakby
kładli	VERB	kłaść
dołu	NOUN	dół
spotkaniu	NOUN	spotkanie
Jaki	DET	jaki
kontekst	NOUN	kontekst
religijny	ADJ	religijny
poznawania	NOUN	poznawać
Czeczenię	PROPN	Czeczenia
trunek	NOUN	trunek
zmysłow	NOUN	zmysł
Jakie	DET	jaki
aspekty	NOUN	aspekt
wybijają	VERB	wybijać
założenia	NOUN	założenie
2005	ADJ	2005
priorytety	NOUN	priorytet
wiążą	VERB	wiązać
mincerzami	NOUN	mincerz
renty	NOUN	renta
otrzymują	VERB	otrzymywać
inwalidzi	NOUN	inwalida
zarzuty	NOUN	zarzut
rzecznika	NOUN	rzecznik
najbliższe	ADJ	bliski
plany	NOUN	plan
Pańskim	ADJ	pański
dobrego	ADJ	dobry
dyplomaty	NOUN	dyplomata
powody	NOUN	powód
wpadania	NOUN	wpadać
uzależnienie	NOUN	uzależnienie
reakcje	NOUN	reakcja
śledztw	NOUN	śledztwo
prowadziły	VERB	prowadzić
pijesz	VERB	pić
Jakiego	DET	jaki
doświadczyła	VERB	doświadczyć
Jakiej	DET	jaki
marki	NOUN	marka
samochód	NOUN	samochód
Jakieś	DET	jakiś
światła	NOUN	światło
błyszczą	VERB	błyszczeć
prawej	ADJ	prawy
burty	NOUN	burta
Jakim	DET	jaki
prawem	NOUN	prawo
Jakimiszyn	PROPN	Jakimiszyn
Baku	PROPN	Baku
Jakimowski	PROPN	Jakimowski
zdębiał	VERB	zdębieć
Jakiś	DET	jakiś
wspiąć	VERB	wspiąć
słup	NOUN	słup
zdementować	VERB	zdementować
bzdury	NOUN	bzdura
magicznym	ADJ	magiczny
prądzie	NOUN	prąd
elektrycznym	ADJ	elektryczny
gorący	ADJ	gorący
dreszcz	NOUN	dreszcz
przeniknął	VERB	przeniknąć
Felusia	PROPN	Feluś
kulawy	ADJ	kulawy
zaszedł	VERB	zajść
koszulce	NOUN	koszulka
wskoczył	VERB	wskoczyć
Jakiż	DET	jakiż
Jako	ADP	jako
próżny	ADJ	próżny
przyjemnych	ADJ	przyjemny
odbył	VERB	odbyć
poprawczaku	NOUN	poprawczak
zabierze	VERB	zabrać
honorowo	ADV	honorowo
obłędny	ADJ	obłędny
rycerz	NOUN	rycerz
Eyck	PROPN	Eyck
Denesle	PROPN	Denesle
Jakoś	ADV	jakoś
obywamy	VERB	obywać
spodziewam	VERB	spodziewać
dogadali	VERB	dogadać
pogodzimy	VERB	pogodzić
rozwinęło	VERB	rozwinąć
Jakub	PROPN	Jakub
oddychał	VERB	oddychać
Jakubowski	PROPN	Jakubowski
jaką	DET	jaki
pełnią	VERB	pełnić
organizmie	NOUN	organizm
Jaką	DET	jaki
kwotę	NOUN	kwota
łącznie	ADV	łącznie
wypłacono	VERB	wypłacić
odgrywa	VERB	odgrywać
religia	NOUN	religia
Jakąś	DET	jakiś
łzę	NOUN	łza
uroniła	VERB	uronić
Jakże	ADV	jakże
Panu	NOUN	pan	PROPN	Pan
dziękować	VERB	dziękować
mało	DET	mało	ADV	mało
zieleń	NOUN	zieleń
sklepy	NOUN	sklep
naiwny	ADJ	naiwny
Józef	PROPN	Józef
ufając	VERB	ufać
obietnicom	NOUN	obietnica
białych	NOUN	biały	ADJ	biały
platońsko	ADV	platońsko
kontekście	NOUN	kontekst
teoria	NOUN	teoria
Jernego	PROPN	Jerny
możliwe	ADJ	możliwy
Janek	PROPN	Janek
Kos	PROPN	Kos
wpada	VERB	wpadać
Prosty	PROPN	Prosty
uważał	VERB	uważać
szczytowe	ADJ	szczytowy
osiągnięcie	NOUN	osiągnięcie
Janina	PROPN	Janina
Gryficach	PROPN	Gryfice
Janka	PROPN	Janka
wkładała	VERB	wkładać
białe	ADJ	biały
sandałki	NOUN	sandałek
sięgnęła	VERB	sięgnąć
torebkę	NOUN	torebka
pracowała	VERB	pracować
zamyka	VERB	zamykać
Jankowski	PROPN	Jankowski
rozstawił	VERB	rozstawić
szklanki	NOUN	szklanka
stoliku	NOUN	stolik
JANUSZOWI	PROPN	Janusz
PANASEWICZOWI	PROPN	Panasewicz
retusz	NOUN	retusz
pomoże	VERB	pomóc
Japończycy	PROPN	Japończyk
entuzjazmem	NOUN	entuzjazm
przyjęli	VERB	przyjąć
inicjatywę	NOUN	inicjatywa
reżysera	NOUN	reżyser
Jaro	PROPN	Jaro
pofatygował	VERB	pofatygować
zadośćuczynić	VERB	zadośćuczynić
życzeniu	NOUN	życzenie
klienta	NOUN	klient
dały	VERB	dać
rurce	NOUN	rurka
Jarosław	PROPN	Jarosław
Kaczyński	PROPN	Kaczyński
Polskę	PROPN	Polska
podniósł	VERB	podnieść
kieliszek	NOUN	kieliszek
Jarzębowski	PROPN	Jarzębowski
Jasiek	PROPN	Jasiek
zostali	VERB	zostać	AUX	zostać
Jasieńczyk	PROPN	Jasieńczyk
zapytał	VERB	zapytać
Jasiu	PROPN	Jasiu
modny	ADJ	modny
jęknął	VERB	jęknąć
Jasne	ADJ	jasny
wesołe	ADJ	wesoły
rozlało	VERB	rozlać
kątach	NOUN	kąt
Jasno	ADV	jasno
tłumaczył	VERB	tłumaczyć
Jaworski	PROPN	Jaworski
chrapał	VERB	chrapać
JCH	PROPN	JCH
przygotowywał	VERB	przygotowywać
przyjście	NOUN	przyjść
Jean	PROPN	Jean
Paul	PROPN	Paul
odzywał	VERB	odzywać
Jechali	VERB	jechać
motocyklem	NOUN	motocykl
ponurym	ADJ	ponury
dorożką	NOUN	dorożka
Jechał	VERB	jechać
Jechała	VERB	jechać
marynarzem	NOUN	marynarz
Jechało	VERB	jechać
szosie	NOUN	szosa
przedpołudniowym	ADJ	przedpołudniowy
deszczu	NOUN	deszcz
kurzu	NOUN	kurz
jezdnia	NOUN	jezdnia
mokra	ADJ	mokry
Jeden	ADJ	jeden
Chińczyk	PROPN	Chińczyk
zabity	ADJ	zabić
zbierać	VERB	zbierać
majstrowania	NOUN	majstrować
kablach	NOUN	kabel
telefonicznych	ADJ	telefoniczny
napierać	VERB	napierać
piątki	NOUN	piątka
przedstawił	VERB	przedstawić
Mamiński	PROPN	Mamiński
uczestników	NOUN	uczestnik
licząc	VERB	liczyć
Jedenastkę	NOUN	jedenastka
przestrzelił	VERB	przestrzelić
Kolumbijczyk	PROPN	Kolumbijczyk
Hamilton	PROPN	Hamilton
Ricard	PROPN	Ricard
Jedenaście	NUM	jedenaście
pojawieniu	NOUN	pojawić
opisanej	ADJ	opisać
wizji	NOUN	wizja
sennej	ADJ	senny
czar	NOUN	czar
Jedli	VERB	jeść
doskonałe	ADJ	doskonały
ogórki	NOUN	ogórek
zapijali	VERB	zapijać
wódką	NOUN	wódka
Jedna	ADJ	jeden
osoba	NOUN	osoba
zginęła	VERB	zginąć
straciła	VERB	stracić
tsunami	NOUN	tsunami
trafiła	VERB	trafić
obserwację	NOUN	obserwacja
uderzyła	VERB	uderzyć
samotna	ADJ	samotny
ogromnego	ADJ	ogromny
spadku	NOUN	spadek
Jednak	PART	jednak
poetą	NOUN	poeta
sugestia	NOUN	sugestia
pozostaje	VERB	pozostawać
wysoce	ADV	wysoce
spekulatywna	ADJ	spekulatywny
Schindlera	PROPN	Schindler
konkurencję	NOUN	konkurencja
eksperci	NOUN	ekspert
twierdzili	VERB	twierdzić
boom	NOUN	boom
internetowy	ADJ	internetowy
ofensywną	ADJ	ofensywny
chipset	NOUN	chipset
atrakcyjności	NOUN	atrakcyjność
danej	ADJ	dany
płyty	NOUN	płyta
użytkownika	NOUN	użytkownik
Jednej	ADJ	jeden
pojmuję	VERB	pojmować
jedno	ADJ	jeden
pewne	ADJ	pewny	DET	pewien
Jedno	ADJ	jeden
ucho	NOUN	ucho
kopnął	VERB	kopnąć
niechcący	ADV	niechcący
Jednocześnie	ADV	jednocześnie
pielęgnacyjne	ADJ	pielęgnacyjny
dziesiąty	ADJ	dziesiąty
katolik	NOUN	katolik
uczestniczy	VERB	uczestniczyć
niedzielnej	ADJ	niedzielny
wyjawia	VERB	wyjawiać
znajduje	VERB	znajdować
nurtujące	ADJ	nurtować
polecił	VERB	polecić
milicjantem	NOUN	milicjant
prowadzącym	ADJ	prowadzić
śledztwo	NOUN	śledztwo
zdecydował	VERB	zdecydować
odebraniu	NOUN	odebrać
koni	NOUN	koń
rozpoczęcie	NOUN	rozpocząć
maratonu	NOUN	maraton
negocjacyjnego	ADJ	negocjacyjny
zmienia	VERB	zmieniać
chemiczny	ADJ	chemiczny
ubytek	NOUN	ubytek
ciężaru	NOUN	ciężar
właściwego	ADJ	właściwy
Jednostki	NOUN	jednostka
budżetowe	ADJ	budżetowy
prawnymi	ADJ	prawny
Jednym	ADJ	jeden
susem	NOUN	sus
przeskoczył	VERB	przeskoczyć
próg	NOUN	próg
izby	NOUN	izba
jedną	ADJ	jeden
kapustę	NOUN	kapusta
czerwoną	ADJ	czerwony
Jedną	ADJ	jeden
Trocki	PROPN	Trocki
1920	ADJ	1920
pustą	ADJ	pusty
wmurowano	VERB	wmurować
epitafiami	NOUN	epitafium
porucznika	NOUN	porucznik
Ludwika	PROPN	Ludwik
Ratajczaka	PROPN	Ratajczak
majora	NOUN	major
Leona	PROPN	Leon
Recheńskiego	PROPN	Recheński
pniu	NOUN	pień
Jedyna	ADJ	jedyny
rozmiar	NOUN	rozmiar
Jedynie	PART	jedynie
zakopywaniu	NOUN	zakopywać
trumny	NOUN	trumna
Sermak	PROPN	Sermak
strzelać	VERB	strzelać
dystansu	NOUN	dystans
sierżant	NOUN	sierżant
Jendruszko	PROPN	Jendruszko
radosnym	ADJ	radosny
zwycięstwa	NOUN	zwycięstwo
wyższością	NOUN	wyższość
Jedz	VERB	jeść
Jedziemy	VERB	jechać
Havru	PROPN	Havr
kozioł	NOUN	kozioł
pojutrze	ADV	pojutrze
jedziemy	VERB	jechać
Jedź	VERB	jechać
kolego	NOUN	kolega
brat	NOUN	brat
William	PROPN	William
utonął	VERB	utonąć
Jego	PRON	on
hobby	NOUN	hobby
podróże	NOUN	podróż
grafika	NOUN	grafika
komputerowa	ADJ	komputerowy
kompan	NOUN	kompan
obserwuje	VERB	obserwować
konspiracyjna	ADJ	konspiracyjny
zaczynała	VERB	zaczynać
młodość	NOUN	młodość
przemówiła	VERB	przemówić
chytrze	ADV	chytrze
przestraszone	ADJ	przestraszyć
rozbiegane	ADJ	rozbiegany
cofnęły	VERB	cofnąć
pracownica	NOUN	pracownica
przestało	VERB	przestać
wypłacać	VERB	wypłacać
pensję	NOUN	pensja
przodków	NOUN	przodek
dziadek	NOUN	dziadek
wojny	NOUN	wojna
światowej	ADJ	światowy
rozpoznała	VERB	rozpoznać
Ryzyko	NOUN	ryzyko
Ryzykiem	NOUN	ryzyko
doprowadzonym	ADJ	doprowadzić
ostateczności	NOUN	ostateczność
ledwie	ADV	ledwie
ruszało	VERB	ruszać
spojrzenie	NOUN	spojrzenie
chwilą	NOUN	chwila
spłoszone	ADJ	spłoszony
śmiałe	ADJ	śmiały
podstępne	ADJ	podstępny
stałym	ADJ	stały
zastępcą	NOUN	zastępca
oficer	NOUN	oficer
G3	PROPN	G3
twórczość	NOUN	twórczość
dotyczyła	VERB	dotyczyć
usuwaniem	NOUN	usuwać
strażacy	NOUN	strażak
specjalistycznym	ADJ	specjalistyczny
sprzętem	NOUN	sprzęt
przejmują	VERB	przejmować
wzrost	NOUN	wzrost
groźna	ADJ	groźny
uczyniły	VERB	uczynić
Turku	PROPN	Turek
zakład	NOUN	zakład
11	NUM	11
nazwał	VERB	nazwać
skarbem	NOUN	skarb
łupem	NOUN	łup
padały	VERB	padać
radioodtwarzacze	NOUN	radioodtwarzacz
głośniki	NOUN	głośnik
Żydówka	PROPN	Żydówka
wypełnione	ADJ	wypełnić
dążeniami	NOUN	dążenie
Dobra	NOUN	dobro
Jej	PRON	on
barokowość	NOUN	barokowość
obciążeniem	NOUN	obciążenie
zaspokoił	VERB	zaspokoić
seksualnie	ADV	seksualnie
dochód	NOUN	dochód
wyższy	ADJ	wysoki
średnia	NOUN	średnia
krajowa	ADJ	krajowy
cień	NOUN	cień
zrównał	VERB	zrównać
zmęczony	ADJ	zmęczyć
pracą	NOUN	praca
narciarstwo	NOUN	narciarstwo
materialnych	ADJ	materialny
bezradny	ADJ	bezradny
kącie	NOUN	kąt
tulił	VERB	tulić
niewinny	ADJ	niewinny
wygląd	NOUN	wygląd
zmylił	VERB	zmylić
podskoczy	VERB	podskoczyć
Babilonie	PROPN	Babilon
radca	NOUN	radca
handlowy	ADJ	handlowy
ambasady	NOUN	ambasada
Rzymie	PROPN	Rzym
reakcja	NOUN	reakcja
żądań	NOUN	żądanie
nastolatek	NOUN	nastolatka
resztki	NOUN	resztka
obsługują	VERB	obsługiwać
elitę	NOUN	elita
wwiercają	VERB	wwiercać
pozwalają	VERB	pozwalać
zebrać	VERB	zebrać
dopilnowała	VERB	dopilnować
wnuczka	NOUN	wnuczka
dziesięcioletnia	ADJ	dziesięcioletni
Marta	PROPN	Marta
zamordowanym	ADJ	zamordować
Łukaszem	PROPN	Łukasz
biernie	ADV	biernie
przyglądali	VERB	przyglądać
polscy	ADJ	polski
Jelcyn	PROPN	Jelcyn
wykorzystał	VERB	wykorzystać
zreformowania	NOUN	zreformować
gospodarki	NOUN	gospodarka
Jemu	PRON	on
sprzedam	VERB	sprzedać
potrzeba	VERB	potrzeba	NOUN	potrzeba
upić	VERB	upić
zarzucono	VERB	zarzucić
nakłanianie	NOUN	nakłaniać
aborcji	NOUN	aborcja
Gruza	PROPN	Gruza
nieubłagany	ADJ	nieubłagany
perfekcjonizmie	NOUN	perfekcjonizm
dobrnąć	VERB	dobrnąć
stempla	NOUN	stempel
odznaczał	VERB	odznaczać
sprytem	NOUN	spryt
Merkurego	PROPN	Merkury
odwrócił	VERB	odwrócić
nijako	ADV	nijako
zdał	VERB	zdać
obszerną	ADJ	obszerny
relację	NOUN	relacja
podróży	NOUN	podróż
przygodę	NOUN	przygoda
dartem	NOUN	dart
trenował	VERB	trenować
kick	NOUN	kick
boxing	NOUN	boxing
Jerzyk	PROPN	Jerzyk
szepnął	VERB	szepnąć
Jesienią	NOUN	jesień
Gwiazdy	PROPN	Gwiazda
zapukał	VERB	zapukać
mały	ADJ	mały
Hamid	PROPN	Hamid
pomścić	VERB	pomścić
zeszłego	ADJ	zeszły
odwołać	VERB	odwołać
Ziarkowskiego	PROPN	Ziarkowski
usiłowała	VERB	usiłować
Rada	NOUN	rada
Kasy	NOUN	kasa
Jesionek	PROPN	Jesionek
zakrywa	VERB	zakrywać
dłonią	NOUN	dłoń
fotolabu	NOUN	fotolab
Jest	AUX	być	VERB	być
fizycznie	ADV	fizycznie
mierzy	VERB	mierzyć
metr	NOUN	metr
osiem	NUM	osiem
wrażliwa	ADJ	wrażliwy
chłodno	ADV	chłodno
ciekawa	ADJ	ciekawy
starannie	ADV	starannie
opracowana	ADJ	opracować
napisana	ADJ	napisać
ćma	NOUN	ćma
cieślą	NOUN	cieśla
doskonały	ADJ	doskonały
dziko	ADV	dziko
bezpiecznie	ADV	bezpiecznie
wielka	ADJ	wielki
rozrastająca	ADJ	rozrastać
tkanka	NOUN	tkanka
rakowata	ADJ	rakowaty
“	PUNCT	“
kierownikiem	NOUN	kierownik
chętnych	NOUN	chętny	ADJ	chętny
legendarnym	ADJ	legendarny
przywódcą	NOUN	przywódca
lekarzem	NOUN	lekarz
klasztorze	NOUN	klasztor
albertynów	NOUN	albertyn
ścieżek	NOUN	ścieżka
rowerowych	ADJ	rowerowy
250	NUM	250
szopek	NOUN	szopka
Betlejem	PROPN	Betlejem
niepokazywanych	ADJ	pokazywać
nekrolog	NOUN	nekrolog
czynsz	NOUN	czynsz
niemożliwa	ADJ	niemożliwy
lekcjach	NOUN	lekcja
nietykalny	ADJ	nietykalny
trudniejsza	ADJ	trudny
skomplikowana	ADJ	skomplikowany
opanowana	ADJ	opanować
gejem	NOUN	gej
rektorem	NOUN	rektor
wyższej	ADJ	wysoki
uczelni	NOUN	uczelnia
samodzielny	ADJ	samodzielny
codziennie	ADV	codziennie
dojeżdża	VERB	dojeżdżać
12	NUM	12
km	NOUN	kilometr
sprawozdawcą	NOUN	sprawozdawca
pisze	VERB	pisać
terytorialna	ADJ	terytorialny
kulturowa	ADJ	kulturowy
oświetlenie	NOUN	oświetlenie
suficie	NOUN	sufit
Roll	PROPN	Roll
Ball	PROPN	Ball
aminokwas	NOUN	aminokwas
poprawiający	ADJ	poprawiać
starzejącej	ADJ	starzeć
komórki	NOUN	komórka
choroba	NOUN	choroba
wzrostowa	ADJ	wzrostowy
zwana	ADJ	zwać
bolesną	ADJ	bolesny
kifozą	NOUN	kifoza
młodzieńczą	ADJ	młodzieńczy
dzieło	NOUN	dzieło
faktycznie	ADV	faktycznie
cegła	NOUN	cegła
ciągnący	ADJ	ciągnąć
taras	NOUN	taras
kwietny	ADJ	kwietny
jedyny	ADJ	jedyny
obiekt	NOUN	obiekt
gminie	NOUN	gmina
kwota	NOUN	kwota
astronomiczna	ADJ	astronomiczny
maszyna	NOUN	maszyna
transportowa	ADJ	transportowy
jedyna	ADJ	jedyny
okoliczność	NOUN	okoliczność
Francuza	PROPN	Francuz
opuszcza	VERB	opuszczać
materializm	NOUN	materializm
przypadek	NOUN	przypadek
ciąży	NOUN	ciąża
mnogiej	ADJ	mnogi
żyjącej	ADJ	żyć
niewoli	NOUN	niewola
pandy	NOUN	panda
przekład	NOUN	przekład
interpretujący	ADJ	interpretować
fundament	NOUN	fundament
mojego	DET	mój
trwałych	ADJ	trwały
zdobyczy	NOUN	zdobycz
solidarnościowego	ADJ	solidarnościowy
przełomu	NOUN	przełom
cios	NOUN	cios
integracji	NOUN	integracja
europejskiej	ADJ	europejski
unerwiona	ADJ	unerwić
nerw	NOUN	nerw
trójdzielny	ADJ	trójdzielny
usłużny	ADJ	usłużny
poręczny	ADJ	poręczny
uzbrojony	ADJ	uzbroić
filmie	NOUN	film
scen	NOUN	scena
zabawnych	ADJ	zabawny
Paryżu	PROPN	Paryż
pałacu	NOUN	pałac
wojna	NOUN	wojna
wyprasowana	ADJ	wyprasować
zapięta	ADJ	zapiąć
szyję	NOUN	szyja
wysmukła	ADJ	wysmukły
kwiat	NOUN	kwiat
zatruta	ADJ	zatruć
woda	NOUN	woda
zatrute	ADJ	zatruć
Jestem	AUX	być	VERB	być
zmęczona	ADJ	zmęczony
leciała	VERB	lecieć
piętnaście	NUM	piętnaście
cham	NOUN	cham
chuda	ADJ	chudy
drobny	ADJ	drobny
głuchoniema	NOUN	głuchoniema
przyjaciółką	NOUN	przyjaciółka
wydawać	VERB	wydawać
niepobożnym	ADJ	niepobożny
ministrantem	NOUN	ministrant
pazurami	NOUN	pazur
Nona	PROPN	Nona
pisarzem	NOUN	pisarz
posłuszny	ADJ	posłuszny
sprzeciwiać	VERB	sprzeciwiać
przekonany	ADJ	przekonany
zawita	VERB	zawitać
prawdziwie	ADV	prawdziwie
złota	ADJ	złoty	NOUN	złoto
jesień	NOUN	jesień
Kurtza	PROPN	Kurtz
raperem	NOUN	raper
jeżdżę	VERB	jeździć
rowerem	NOUN	rower
roboczą	ADJ	roboczy
oceniać	VERB	oceniać
czasowo	ADV	czasowo
sejmie	NOUN	sejm
troszeczkę	ADV	troszeczkę
lepszym	ADJ	dobry
usposobieniu	NOUN	usposobienie
ujawnieniem	NOUN	ujawnić
IPN-u	PROPN	IPN
oceni	VERB	ocenić
zeszłoroczną	ADJ	zeszłoroczny
maturzystką	NOUN	maturzystka
Bielsku	PROPN	Bielsko
Jesteś	AUX	być
nieskomplikowany	ADJ	nieskomplikowany
normalny	ADJ	normalny
sierotą	NOUN	sierota
potencjałem	NOUN	potencjał
szczery	ADJ	szczery
prostolinijny	ADJ	prostolinijny
zatrzymywać	VERB	zatrzymywać
ugotowany	ADJ	ugotować
umarlak	NOUN	umarlak
wicepremiera	NOUN	wicepremier
Romana	PROPN	Roman
Giertycha	PROPN	Giertych
zalotna	ADJ	zalotny
antenie	NOUN	antena
Jesteśmy	AUX	być
krajem	NOUN	kraj
katolickim	ADJ	katolicki
potęgą	NOUN	potęga
zadał	VERB	zadać
najmniej	PART	najmniej	ADV	mało
Koszalinie	PROPN	Koszalin
wojskiem	NOUN	wojsko
obowiązuje	VERB	obowiązywać
dyscyplina	NOUN	dyscyplina
Jeszcze	PART	jeszcze
przyśpieszyła	VERB	przyśpieszyć
kroku	NOUN	krok
będziecie	AUX	być
rozrywkę	NOUN	rozrywka
ciasto	NOUN	ciasto
kupujemy	VERB	kupować
dziesięć	NUM	dziesięć
wyjeżdżę	VERB	wyjeździć
zdaję	VERB	zdawać
spisali	VERB	spisać
floreciści	NOUN	florecista
zajmując	VERB	zajmować
piąte	ADJ	piąty
sądziły	VERB	sądzić
zabieg	NOUN	zabieg
bezradnie	ADV	bezradnie
rozkładają	VERB	rozkładać
oznajmiając	VERB	oznajmiać
czegokolwiek	PRON	cokolwiek
oszacowali	VERB	oszacować
próbowała	VERB	próbować
baby	NOUN	baba
zakończyło	VERB	zakończyć
liczenie	NOUN	liczyć
zastanawiał	VERB	zastanawiać
zdążyła	VERB	zdążyć
informowano	VERB	informować
60	NUM	60
starych	ADJ	stary
ksiąg	NOUN	księga
pozycji	NOUN	pozycja
poczekać	VERB	poczekać
namiotach	NOUN	namiot
starali	VERB	starać
uporać	VERB	uporać
doznaną	ADJ	doznać
dramatyczną	ADJ	dramatyczny
decyzją	NOUN	decyzja
Beatki	PROPN	Beatka
pewien	DET	pewien
przyniosą	VERB	przynieść
westchnęła	VERB	westchnąć
sprawdza	VERB	sprawdzać
zapięcia	NOUN	zapięcie
uprzęży	NOUN	uprząż
sprawność	NOUN	sprawność
swego	DET	swój
radia	NOUN	radio
taz	NOUN	raz
1576	ADJ	1576
wspominają	VERB	wspominać
akta	NOUN	akt
wizytacyjne	ADJ	wizytacyjny
wolni	ADJ	wolny
Prusowie	PROPN	Prus
prosił	VERB	prosić
pomoc	NOUN	pomoc
wojskową	ADJ	wojskowy
sąsiednie	ADJ	sąsiedni
republiki	NOUN	republika
kaukaskie	ADJ	kaukaski
Rosję	PROPN	Rosja
znudziło	VERB	znudzić
parasolem	NOUN	parasol
występuje	VERB	występować
Bukowska	PROPN	Bukowska
Jagoda	PROPN	Jagoda
ogłasza	VERB	ogłaszać
kolejną	ADJ	kolejny
przerwę	NOUN	przerwa
trzymać	VERB	trzymać
mieniał	VERB	mieniać
Jewhen	PROPN	Jewhen
krześle	NOUN	krzesło
drzwiach	NOUN	drzwi
Jezu	PROPN	Jezus
dręczy	VERB	dręczyć
przynosi	VERB	przynosić
rozwija	VERB	rozwijać
cieszy	VERB	cieszyć
Maryja	PROPN	Maryja
Jeńcami	NOUN	jeniec
dowodził	VERB	dowodzić
młody	ADJ	młody
podporucznik	NOUN	podporucznik
Jeńcy	NOUN	jeniec
wojenni	ADJ	wojenny
Jeśli	SCONJ	jeśli
dręczą	VERB	dręczyć
odprężyć	VERB	odprężyć
zgubi	VERB	zgubić
czapkę	NOUN	czapka
przypuszczam	VERB	przypuszczać
Niemcy	PROPN	Niemiec
rozczarują	VERB	rozczarować
przestanie	VERB	przestać
nauk	NOUN	nauka
pożarty	ADJ	pożreć
pogan	NOUN	poganin
ręczę	VERB	ręczyć
podejrzewacie	VERB	podejrzewać
zdradzać	VERB	zdradzać
zatrąbisz	VERB	zatrąbić
ośmieszysz	VERB	ośmieszyć
zgłupieje	VERB	zgłupieć
skończy	VERB	skończyć
dopisze	VERB	dopisać
wykonywać	VERB	wykonywać
zjednoczeniu	NOUN	zjednoczyć
dogadać	VERB	dogadać
rozpocząć	VERB	rozpocząć
procedurę	NOUN	procedura
wywłaszczeniową	ADJ	wywłaszczeniowy
resort	NOUN	resort
zaakceptuje	VERB	zaakceptować
programy	NOUN	program
finansować	VERB	finansować
zezwala	VERB	zezwalać
pojawi	VERB	pojawić
niepewność	NOUN	niepewność
dramatyzuj	VERB	dramatyzować
uzdrowiona	ADJ	uzdrowić
powróci	VERB	powrócić
przeszkadzają	VERB	przeszkadzać
Jeść	VERB	jeść
Jeździ	VERB	jeździć
Żywiecczyźnie	PROPN	Żywiecczyzna
hałaśliwie	ADV	hałaśliwie
Jeździł	VERB	jeździć
kolo	NOUN	kolo
bankowiec	NOUN	bankowiec
obstawą	NOUN	obstawa
Jeżdżą	VERB	jeździć
składają	VERB	składać
Jeżeli	SCONJ	jeżeli
ciąża	NOUN	ciąża
dokonać	VERB	dokonać
silnie	ADV	silnie
reaguje	VERB	reagować
zjawiska	NOUN	zjawisko
odbierany	ADJ	odbierać
Golędzinów	PROPN	Golędzinów
nadjedzie	VERB	nadjechać
wygra	VERB	wygrać
stawkę	NOUN	stawka
wylicytowali	VERB	wylicytować
rozliczenie	NOUN	rozliczyć
aukcyjnym	ADJ	aukcyjny
granicą	NOUN	granica
głosuj	VERB	głosować
polskim	ADJ	polski
paszportem	NOUN	paszport
Prezesie	NOUN	prezes
nieszczęściem	NOUN	nieszczęście
zakochasz	VERB	zakochać
wprowadzać	VERB	wprowadzać
reformatorskie	ADJ	reformatorski
projekty	NOUN	projekt
porozumiewać	VERB	porozumiewać
uprę	VERB	uprzeć
unosisz	VERB	unosić
unoszą	VERB	unosić
ramiona	NOUN	ramię
zabawka	NOUN	zabawka
zepsuje	VERB	zepsuć
wyrzucimy	VERB	wyrzucić
zamierzasz	VERB	zamierzać
Krzywosza	PROPN	Krzywosz
zostawi	VERB	zostawić
puste	ADJ	pusty
wiaderko	NOUN	wiaderko
któryś	DET	któryś
ćwiczący	ADJ	ćwiczyć
dobiorą	VERB	dobrać
rakiety	NOUN	rakieta
piloci	NOUN	pilot
zniszczą	VERB	zniszczyć
Joanna	PROPN	Joanna
wyrzutem	NOUN	wyrzut
spojrzała	VERB	spojrzeć
koleżankę	NOUN	koleżanka
Johannowi	PROPN	Johann
Reischowi	PROPN	Reisch
miasteczko	NOUN	miasteczko
razu	NOUN	raz
spodobało	VERB	spodobać
Glenn	PROPN	Glenn
Ohio	PROPN	Ohio
Joniec	PROPN	Joniec
Miksa	PROPN	Miksa
obcierając	VERB	obcierać
Jubel	NOUN	jubel
ekstra	ADJ	ekstra
Julek	PROPN	Julek
drażliwy	ADJ	drażliwy
Juniorską	ADJ	juniorski
reprezentację	NOUN	reprezentacja
czekają	VERB	czekać
półfinały	NOUN	półfinał
ME	PROPN	ME
Essen	PROPN	Essen
Jurdy	NOUN	jurda
Jurek	PROPN	Jurek
zamówił	VERB	zamówić
golonkę	NOUN	golonka
Justynka	PROPN	Justynka
ruda	ADJ	rudy
Jutro	ADV	jutro	NOUN	jutro
przekroczyć	VERB	przekroczyć
polarne	ADJ	polarny
magistrowi	NOUN	magister
oddany	ADJ	oddać
ministerialną	ADJ	ministerialny
propozycją	NOUN	propozycja
obradował	VERB	obradować
wyjeżdżam	VERB	wyjeżdżać
Już	PART	już
męczę	VERB	męczyć
Francuzi	PROPN	Francuz
oddadzą	VERB	oddać
Japończykom	PROPN	Japończyk
nadziei	NOUN	nadzieja
rozglądał	VERB	rozglądać
wtem	ADV	wtem
lunecie	NOUN	luneta
punkt	NOUN	punkt
niedowierzaniem	NOUN	niedowierzanie
błyskiem	NOUN	błysk
oczach	NOUN	oko
przekładała	VERB	przekładać
paczki	NOUN	paczka
zwariowali	VERB	zwariować
pocieszyć	VERB	pocieszyć
Ewę	PROPN	Ewa
Leszka	PROPN	Leszek
odprawy	NOUN	odprawa
hojne	ADJ	hojny
ciepławy	ADJ	ciepławy
lory	NOUN	lora
dudniły	VERB	dudnić
